"Gene","Module"
"ABTB1","turquoise"
"TMEM243","turquoise"
"CREB3","turquoise"
"OSTF1","turquoise"
"ABI3BP","grey"
"NCK2","turquoise"
"APRT","turquoise"
"TYRP1","grey"
"SMARCD1","turquoise"
"ARHGEF11","turquoise"
"RPS27L","turquoise"
"HNRNPAB","turquoise"
"SLC25A19","turquoise"
"PGLS","turquoise"
"ZNF585B","brown"
"FAM127B","turquoise"
"ETHE1","turquoise"
"HES7","turquoise"
"SPATC1L","turquoise"
"RSRP1","turquoise"
"PIEZO2","grey"
"LTA4H","turquoise"
"RPL36AP6","turquoise"
"ATG12","turquoise"
"PCGF5","grey"
"MORC4","turquoise"
"COL4A5","turquoise"
"ZEB2","turquoise"
"LAMP3","grey"
"DNPH1","turquoise"
"DEFB1","grey"
"MAGOHB","turquoise"
"RBM22","turquoise"
"EMD","turquoise"
"NT5C","turquoise"
"INO80C","turquoise"
"SPTBN2","turquoise"
"IFITM10","turquoise"
"CLN3","turquoise"
"CALM3","turquoise"
"SHC3","turquoise"
"CNTN4","grey"
"TTC7B","turquoise"
"LPXN","turquoise"
"C4orf32","turquoise"
"TMOD3","turquoise"
"PARP12","grey"
"SRC","turquoise"
"HLF","blue"
"TMEM192","turquoise"
"FZD8","turquoise"
"SLC48A1","turquoise"
"LINC00472","grey"
"SMAP2","turquoise"
"IL12A","turquoise"
"FAM185A","turquoise"
"RPS6KA5","turquoise"
"ZNF429","blue"
"SEC24C","turquoise"
"DENND2A","turquoise"
"MT-TT","grey"
"ZYG11A","turquoise"
"TERF2IP","turquoise"
"PABPC1","turquoise"
"TMEM2","grey"
"PEA15","turquoise"
"TBC1D4","turquoise"
"HOXB4","turquoise"
"KLF4","turquoise"
"HS1BP3","turquoise"
"TRPC6","grey"
"AADAT","turquoise"
"SUB1P3","turquoise"
"P4HTM","turquoise"
"CARS","turquoise"
"WDR27","turquoise"
"NRROS","turquoise"
"RNU1-122P","turquoise"
"RN7SL16P","turquoise"
"GYS1","turquoise"
"FIGNL2","turquoise"
"ELK3","turquoise"
"TUBG1","turquoise"
"ADCK2","turquoise"
"PIGQ","turquoise"
"M1AP","grey"
"COMMD9","turquoise"
"CNKSR3","turquoise"
"MUS81","turquoise"
"ACTC1","grey"
"TPMT","turquoise"
"SLC12A9","turquoise"
"HMGCS1","turquoise"
"JMJD4","turquoise"
"LIPT2","turquoise"
"ADAMTSL3","grey"
"PMVK","turquoise"
"MTHFR","turquoise"
"VMA21","turquoise"
"CTU1","turquoise"
"BARX2","turquoise"
"SNORD32B","turquoise"
"CSAG3","turquoise"
"MRPL41","turquoise"
"PPP4R1","turquoise"
"U2AF1","turquoise"
"RN7SL166P","turquoise"
"DPPA2","grey"
"MON1A","turquoise"
"SPX","grey"
"ROMO1","turquoise"
"SND1","turquoise"
"HERC3","turquoise"
"USP40","turquoise"
"CCDC71L","turquoise"
"BLMH","turquoise"
"EML5","turquoise"
"NES","turquoise"
"LRRC57","turquoise"
"GGA2","turquoise"
"RN7SL643P","turquoise"
"INSR","turquoise"
"SFMBT2","turquoise"
"PHEX","turquoise"
"CTPS1","turquoise"
"NDUFA2","turquoise"
"FHOD1","turquoise"
"KDM2B","turquoise"
"GEMIN5","turquoise"
"HEXA","turquoise"
"SLC45A3","turquoise"
"CXorf22","grey"
"GLIPR2","turquoise"
"MAN2B2","turquoise"
"C19orf25","turquoise"
"GARNL3","turquoise"
"CCNB1","turquoise"
"MYO5B","brown"
"UAP1","turquoise"
"LAS1L","turquoise"
"NFS1","turquoise"
"MICU3","turquoise"
"SEMA4F","turquoise"
"ZNF589","turquoise"
"RBKS","turquoise"
"PDK2","turquoise"
"BID","turquoise"
"NEURL4","turquoise"
"TTF1","turquoise"
"SOHLH2","turquoise"
"CYB5RL","turquoise"
"GOSR1","turquoise"
"EGR1","grey"
"CGNL1","turquoise"
"KIF18B","turquoise"
"FSTL3","turquoise"
"RNMTL1","turquoise"
"IPO9","turquoise"
"WWC1","turquoise"
"ZNF577","turquoise"
"BBS4","turquoise"
"METAP1D","turquoise"
"TCOF1","turquoise"
"C9orf91","turquoise"
"KCTD6","turquoise"
"LHPP","turquoise"
"KIAA0391","turquoise"
"CNTN5","turquoise"
"SF3B5","turquoise"
"PIN1P1","turquoise"
"BAHD1","turquoise"
"OPN3","turquoise"
"SDCCAG3","turquoise"
"MIDN","turquoise"
"ZBTB5","turquoise"
"PDF","turquoise"
"FOXE3","turquoise"
"UBE2J2","turquoise"
"PRSS3","turquoise"
"PRICKLE1","grey"
"MTHFD2P7","turquoise"
"TGFBR1","turquoise"
"CRYBG3","turquoise"
"BCAS3","turquoise"
"RN7SL350P","turquoise"
"FBXL2","turquoise"
"TTI1","turquoise"
"TMEM120A","turquoise"
"VHL","turquoise"
"MNS1","brown"
"GSTO1","turquoise"
"ERMP1","turquoise"
"KPTN","turquoise"
"PPP1R35","turquoise"
"UAP1L1","turquoise"
"ZNF569","turquoise"
"RPS15","turquoise"
"CENPL","turquoise"
"SLC35D1","turquoise"
"RNF122","turquoise"
"CCDC171","turquoise"
"FLOT1","turquoise"
"ZMAT5","turquoise"
"LINC01002","turquoise"
"FAM159B","grey"
"SMTN","turquoise"
"DHPS","turquoise"
"ZNF345","turquoise"
"RN7SL272P","turquoise"
"CLCN4","turquoise"
"MSX2P1","turquoise"
"CSF2RA","turquoise"
"ZNF17","turquoise"
"PLP1","turquoise"
"PLCB2","turquoise"
"ALDOA","turquoise"
"RAB24","turquoise"
"RGS20","turquoise"
"FAM104A","turquoise"
"TBRG1","turquoise"
"CC2D1B","turquoise"
"PARP3","turquoise"
"HTR7P1","turquoise"
"PCDHB8","turquoise"
"PAPPA-AS1","grey"
"PTPRG","turquoise"
"PGAM4","turquoise"
"FAM172A","turquoise"
"ZNF358","turquoise"
"CPNE7","turquoise"
"FAXDC2","turquoise"
"PGP","turquoise"
"IKBKG","turquoise"
"CXXC4","turquoise"
"LRRC24","turquoise"
"NARS","turquoise"
"CACTIN","turquoise"
"PTTG1IP","turquoise"
"POLR3A","turquoise"
"POLR2J3","turquoise"
"C12orf49","turquoise"
"ATXN1","turquoise"
"FBLIM1","turquoise"
"SCARNA16","turquoise"
"LFNG","turquoise"
"VNN1","blue"
"PGAP1","turquoise"
"ATP6V0D2","grey"
"LRRC16A","brown"
"ZKSCAN1","turquoise"
"PPP4R4","grey"
"PANK4","turquoise"
"NME2P1","turquoise"
"EIF1","turquoise"
"PTGER2","grey"
"EIF3FP3","turquoise"
"CFL1P3","turquoise"
"COA1","turquoise"
"TMOD2","turquoise"
"LMF1","turquoise"
"ZNF266","turquoise"
"LOC100996428","turquoise"
"CMTR2","turquoise"
"EMG1","turquoise"
"ZNF426","turquoise"
"NOL12","turquoise"
"GNAI2","turquoise"
"KNSTRN","turquoise"
"XRCC4","turquoise"
"PUM1","turquoise"
"C17orf85","turquoise"
"RN7SL520P","turquoise"
"HARS2","turquoise"
"SEPHS1","turquoise"
"SELENBP1","turquoise"
"RAC3","turquoise"
"MADD","turquoise"
"KLF13","turquoise"
"ANAPC15","turquoise"
"ADCY9","turquoise"
"P2RX4","turquoise"
"MIIP","turquoise"
"FAM204A","turquoise"
"GCAT","turquoise"
"ZFP90","turquoise"
"RN7SL732P","turquoise"
"P2RY11","turquoise"
"RELL1","turquoise"
"WNT10B","turquoise"
"CEP112","grey"
"MIS18A","turquoise"
"TAF1C","turquoise"
"SLC11A2","turquoise"
"PNMAL1","turquoise"
"TERF2","turquoise"
"SLC12A3","turquoise"
"SNORA71B","turquoise"
"MOK","turquoise"
"RN7SL304P","turquoise"
"EXOC2","turquoise"
"KANK1","turquoise"
"GNG4","turquoise"
"TFCP2L1","turquoise"
"LIMS3L","turquoise"
"TMEM87B","turquoise"
"SCRIB","turquoise"
"CPNE2","turquoise"
"EEF2K","turquoise"
"PSMB2","turquoise"
"LINC00999","turquoise"
"LRRC8C","turquoise"
"INF2","turquoise"
"MIR224","turquoise"
"TNFSF4","turquoise"
"ELMO2","turquoise"
"CACNB3","turquoise"
"ANAPC16","turquoise"
"SLC4A2","turquoise"
"YWHAQP8","turquoise"
"MIR186","turquoise"
"METTL22","turquoise"
"CFB","grey"
"IQGAP3","turquoise"
"RASSF7","turquoise"
"CSK","turquoise"
"PHF7","turquoise"
"HKR1","turquoise"
"RNU6-1285P","blue"
"PLSCR4","turquoise"
"NPM3","turquoise"
"ZNF253","blue"
"KLHL24","grey"
"COPRS","turquoise"
"GTPBP6","turquoise"
"BECN1","turquoise"
"CLSTN3","turquoise"
"PIK3C2B","turquoise"
"MARCKSL1","turquoise"
"CLIP2","turquoise"
"ATP9A","turquoise"
"NECAP2","turquoise"
"CRY2","turquoise"
"MIR214","turquoise"
"RCBTB2","turquoise"
"RNU6-1263P","grey"
"SLC29A2","turquoise"
"ARHGAP23","turquoise"
"ANKRD33B","turquoise"
"ZNF699","turquoise"
"GPC1","turquoise"
"MIR17HG","turquoise"
"RFC3","turquoise"
"SNORD96A","turquoise"
"TMEM67","turquoise"
"BAX","turquoise"
"TAOK2","turquoise"
"HIST1H2BK","turquoise"
"TFPT","turquoise"
"BDH1","turquoise"
"MRPS14","turquoise"
"NECAP1","turquoise"
"POLR2I","turquoise"
"TANGO6","turquoise"
"RN7SL211P","turquoise"
"RING1","turquoise"
"ABCF3","turquoise"
"ZNHIT2","turquoise"
"XDH","grey"
"RSAD2","brown"
"ARHGEF9","turquoise"
"PCIF1","turquoise"
"CFHR1","turquoise"
"VARS2","turquoise"
"PNRC1","turquoise"
"MIR25","turquoise"
"RN7SL600P","turquoise"
"TUBGCP2","turquoise"
"LOXL1","turquoise"
"SNTA1","turquoise"
"TECPR1","turquoise"
"GLS","turquoise"
"HMGB1","turquoise"
"CCDC113","turquoise"
"MMRN2","turquoise"
"NAGLU","turquoise"
"SAMD1","turquoise"
"TMEM56","grey"
"EFNA1","turquoise"
"TANGO2","turquoise"
"CASP2","turquoise"
"FAM69B","turquoise"
"TUBB","turquoise"
"FAM214B","turquoise"
"BBS1","turquoise"
"HSPE1P6","turquoise"
"GTF2F1","turquoise"
"RPS14","turquoise"
"SF3B4","turquoise"
"LACC1","grey"
"MRPL32","turquoise"
"ERAP1","turquoise"
"DIRAS3","turquoise"
"ADCYAP1","turquoise"
"MAU2","turquoise"
"C7orf26","turquoise"
"EPB41L2","turquoise"
"CCSER1","grey"
"AAMDC","turquoise"
"FAM134A","turquoise"
"ZC3HC1","turquoise"
"MYD88","turquoise"
"RBFOX2","turquoise"
"PFDN1","turquoise"
"ZNF518B","grey"
"CROT","turquoise"
"RNU6-1092P","turquoise"
"TMEM110-MUSTN1","turquoise"
"JAG2","turquoise"
"S100A10","turquoise"
"WDR82","turquoise"
"ANKRD36","turquoise"
"SURF6","turquoise"
"FAM89B","turquoise"
"LOC100505549","turquoise"
"RASL11A","turquoise"
"STAT2","turquoise"
"SNX29P1","turquoise"
"ZNF532","turquoise"
"FILIP1L","turquoise"
"LRRC8A","turquoise"
"PLLP","turquoise"
"CARKD","turquoise"
"ZNF414","turquoise"
"KANSL3","turquoise"
"ESRP2","turquoise"
"ZBTB17","turquoise"
"MORN4","turquoise"
"NUP62CL","turquoise"
"EPHX1","turquoise"
"HOXC12","turquoise"
"ALG2","turquoise"
"DHRS2","turquoise"
"CCDC106","turquoise"
"ITGB2","turquoise"
"RAPGEF5","turquoise"
"C11orf80","turquoise"
"KLF9","turquoise"
"STEAP1B","grey"
"DDX43","grey"
"RNF125","turquoise"
"ZFPM2","turquoise"
"S100A3","turquoise"
"TACC1","turquoise"
"REXO2","turquoise"
"USP53","grey"
"PEX16","turquoise"
"ARPC1A","turquoise"
"TMLHE","turquoise"
"C1orf54","grey"
"LPPR2","turquoise"
"NFRKB","turquoise"
"MGAT5","turquoise"
"ZNF395","turquoise"
"SNRPF","turquoise"
"RNF41","turquoise"
"TPRG1L","turquoise"
"SLC35C1","turquoise"
"ZNF334","turquoise"
"JRK","turquoise"
"ATP1B3P1","turquoise"
"PSKH1","turquoise"
"UBFD1","turquoise"
"TOR3A","turquoise"
"ZNF174","turquoise"
"IMPA1P","turquoise"
"MTMR9","turquoise"
"MSI2","turquoise"
"PNMA2","grey"
"IBA57","turquoise"
"SUGCT","turquoise"
"FAM156B","turquoise"
"CES3","turquoise"
"TESK1","turquoise"
"ANKRD34B","blue"
"CHST11","turquoise"
"TUBA4A","grey"
"KIAA1467","turquoise"
"ARHGAP1","turquoise"
"RPP25","turquoise"
"LGALS8","grey"
"GCNT2","grey"
"GRAMD1C","grey"
"CYP4X1","grey"
"C16orf58","turquoise"
"POTEJ","turquoise"
"FANCG","turquoise"
"NSUN7","grey"
"PRKG1","turquoise"
"ABCD4","turquoise"
"C20orf27","turquoise"
"ZNF852","turquoise"
"KRT18P32","turquoise"
"RHOD","turquoise"
"DDX26B","turquoise"
"GNG12","turquoise"
"RITA1","turquoise"
"PIK3R2","turquoise"
"ZNHIT3","turquoise"
"CCDC15","turquoise"
"SLC44A4","turquoise"
"KCNS3","turquoise"
"ZC3H12C","turquoise"
"TMC7","turquoise"
"TBX2","turquoise"
"SLC38A11","grey"
"RP2","turquoise"
"LTBP2","turquoise"
"SLC25A33","turquoise"
"RTN4IP1","turquoise"
"C6orf165","grey"
"NFKB2","turquoise"
"COCH","blue"
"MEF2D","turquoise"
"ASB9","turquoise"
"PPAPDC1A","turquoise"
"ROBO4","turquoise"
"ERV3-1","turquoise"
"KIFC3","turquoise"
"RAB17","turquoise"
"C4orf19","turquoise"
"NINJ1","turquoise"
"PSMD13","turquoise"
"ALAD","turquoise"
"TMEM129","turquoise"
"BAG3","turquoise"
"DCUN1D5","turquoise"
"HINFP","turquoise"
"UBE2M","turquoise"
"OBSL1","turquoise"
"GRAMD1B","turquoise"
"CUL7","turquoise"
"SCRN2","turquoise"
"FAM173A","turquoise"
"AMOTL1","turquoise"
"ATP1B1","grey"
"ELFN1","turquoise"
"RCAN2","grey"
"PAQR7","turquoise"
"RN7SKP172","turquoise"
"ME3","turquoise"
"ADSL","turquoise"
"RN7SKP213","turquoise"
"ABAT","turquoise"
"ANAPC1P1","turquoise"
"EFNA5","blue"
"MIR504","turquoise"
"E2F1","turquoise"
"FOXP1","turquoise"
"TSPAN17","turquoise"
"CADM4","turquoise"
"GPC5","turquoise"
"TXLNA","turquoise"
